service_id,service_name,source_service,target_service,request_latency,request_volume,cpu_usage,memory_usage,error_rate,service_criticality,environment,timestamp
svc_011,Logging Service,API Gateway,Logging Service,81.5,4781,13.47,1394.0,0.0081,medium,production,2026-02-28T11:47:27.530280
svc_005,Payment Service,Order Service,Payment Service,443.57,1012,25.96,1178.0,0.0499,critical,production,2026-02-28T12:02:27.530280
svc_012,Config Service,Order Service,Config Service,205.28,1494,64.09,161.0,0.0362,high,production,2026-02-28T12:08:27.530280
svc_010,Analytics Service,Order Service,Analytics Service,248.3,675,43.28,685.0,0.045,low,production,2026-02-28T12:30:27.530280
svc_009,Search Service,Catalog Service,Search Service,331.27,3599,38.75,1817.0,0.0297,medium,production,2026-02-28T12:36:27.530280
svc_012,Config Service,Order Service,Config Service,436.02,3884,42.47,1563.0,0.0123,high,production,2026-02-28T12:40:27.530280
svc_005,Payment Service,Order Service,Payment Service,403.37,6257,48.42,1836.0,0.0144,critical,production,2026-02-28T12:48:27.530280
svc_005,Payment Service,Order Service,Payment Service,281.03,5545,47.65,1445.0,0.0279,critical,production,2026-02-28T12:54:27.530280
svc_010,Analytics Service,User Service,Analytics Service,299.79,1175,60.07,936.0,0.0368,low,production,2026-02-28T13:26:27.530280
svc_003,User Service,Auth Service,User Service,399.87,142,22.37,1736.0,0.0498,high,production,2026-02-28T13:48:27.530280
svc_004,Order Service,API Gateway,Order Service,388.59,3475,17.01,959.0,0.0045,critical,production,2026-02-28T13:51:27.530280
svc_010,Analytics Service,User Service,Analytics Service,117.47,3104,54.08,1698.0,0.0477,low,production,2026-02-28T13:53:27.530280
svc_010,Analytics Service,Order Service,Analytics Service,447.5,9297,56.06,1876.0,0.0476,low,production,2026-02-28T13:56:27.530280
svc_012,Config Service,User Service,Config Service,480.06,7007,35.01,1729.0,0.0071,high,production,2026-02-28T14:18:27.530280
svc_003,User Service,Auth Service,User Service,331.17,3089,51.64,519.0,0.0312,high,production,2026-02-28T14:20:27.530280
svc_012,Config Service,Order Service,Config Service,273.44,6552,18.28,1233.0,0.0255,high,production,2026-02-28T14:31:27.530280
svc_004,Order Service,API Gateway,Order Service,90.43,1021,48.3,562.0,0.0134,critical,production,2026-02-28T14:44:27.530280
svc_015,Report Service,Billing Service,Report Service,122.73,6828,59.18,733.0,0.03,low,production,2026-02-28T14:55:27.530280
svc_015,Report Service,Billing Service,Report Service,415.78,6122,28.96,1868.0,0.0439,low,production,2026-02-28T15:02:27.530280
svc_013,Cache Service,Catalog Service,Cache Service,296.3,5597,24.11,729.0,0.0214,high,production,2026-02-28T15:33:27.530280
svc_012,Config Service,User Service,Config Service,446.17,2705,28.18,214.0,0.0391,high,production,2026-02-28T15:46:27.530280
svc_013,Cache Service,Catalog Service,Cache Service,255.92,292,11.26,1303.0,0.0396,high,production,2026-02-28T15:57:27.530280
svc_010,Analytics Service,User Service,Analytics Service,249.27,3196,66.59,2046.0,0.0299,low,production,2026-02-28T15:59:27.530280
svc_010,Analytics Service,Order Service,Analytics Service,43.24,1144,23.01,949.0,0.0425,low,production,2026-02-28T16:00:27.530280
svc_012,Config Service,Auth Service,Config Service,363.47,3016,22.52,1920.0,0.0493,high,production,2026-02-28T16:45:27.530280
svc_018,Session Service,Auth Service,Session Service,497.93,4961,38.14,912.0,0.0265,high,production,2026-02-28T16:51:27.530280
svc_008,Catalog Service,Inventory Service,Catalog Service,276.88,387,21.07,252.0,0.0261,high,production,2026-02-28T17:03:27.530280
svc_017,Recommendation Service,Search Service,Recommendation Service,155.12,1475,26.79,743.0,0.0123,medium,production,2026-02-28T17:07:27.530280
svc_010,Analytics Service,Order Service,Analytics Service,494.23,4177,14.18,1189.0,0.0279,low,production,2026-02-28T17:13:27.530280
svc_017,Recommendation Service,Search Service,Recommendation Service,399.26,2282,35.13,1523.0,0.0103,medium,production,2026-02-28T17:20:27.530280
svc_014,Email Service,Notification Service,Email Service,331.92,3840,30.51,1718.0,0.0142,medium,production,2026-02-28T17:53:27.530280
svc_002,Auth Service,API Gateway,Auth Service,222.92,6769,39.42,2043.0,0.0022,critical,production,2026-02-28T17:54:27.530280
svc_006,Notification Service,Order Service,Notification Service,363.26,7404,18.55,566.0,0.0129,medium,production,2026-02-28T17:56:27.530280
svc_004,Order Service,API Gateway,Order Service,254.9,4420,12.37,1805.0,0.0212,critical,production,2026-02-28T18:05:27.530280
svc_003,User Service,API Gateway,User Service,96.54,6176,71.15,520.0,0.0274,high,production,2026-02-28T18:19:27.530280
svc_013,Cache Service,Catalog Service,Cache Service,204.08,4607,18.74,1492.0,0.0345,high,production,2026-02-28T18:42:27.530280
svc_015,Report Service,Analytics Service,Report Service,403.43,2732,33.36,1108.0,0.0293,low,production,2026-02-28T18:43:27.530280
svc_015,Report Service,Billing Service,Report Service,174.99,7352,56.51,1002.0,0.0243,low,production,2026-02-28T19:07:27.530280
svc_013,Cache Service,Catalog Service,Cache Service,50.82,6540,65.34,404.0,0.0441,high,production,2026-02-28T19:11:27.530280
svc_012,Config Service,Order Service,Config Service,85.71,286,29.32,502.0,0.0282,high,production,2026-02-28T19:16:27.530280
svc_016,Billing Service,Payment Service,Billing Service,452.97,8068,64.71,2017.0,0.0169,high,production,2026-02-28T19:17:27.530280
svc_012,Config Service,Auth Service,Config Service,95.1,1930,12.6,1890.0,0.0497,high,production,2026-02-28T19:19:27.530280
svc_010,Analytics Service,Order Service,Analytics Service,74.9,2704,24.97,539.0,0.0018,low,production,2026-02-28T19:34:27.530280
svc_003,User Service,Auth Service,User Service,329.39,3547,42.03,1639.0,0.0241,high,production,2026-02-28T19:36:27.530280
svc_018,Session Service,Auth Service,Session Service,142.94,5244,21.34,307.0,0.048,high,production,2026-02-28T19:38:27.530280
svc_012,Config Service,Order Service,Config Service,414.49,2653,22.62,925.0,0.0424,high,production,2026-02-28T19:49:27.530280
svc_009,Search Service,API Gateway,Search Service,117.29,3780,36.84,1365.0,0.0395,medium,production,2026-02-28T19:49:27.530280
svc_010,Analytics Service,User Service,Analytics Service,337.34,3079,62.79,942.0,0.0294,low,production,2026-02-28T20:05:27.530280
svc_008,Catalog Service,Inventory Service,Catalog Service,201.43,1681,51.47,1419.0,0.0298,high,production,2026-02-28T20:09:27.530280
svc_016,Billing Service,Payment Service,Billing Service,345.25,1382,39.52,1051.0,0.0283,high,production,2026-02-28T20:52:27.530280
svc_013,Cache Service,Search Service,Cache Service,146.18,1203,8.48,732.0,0.0384,high,production,2026-02-28T20:59:27.530280
svc_012,Config Service,User Service,Config Service,106.71,2279,46.28,1048.0,0.0212,high,production,2026-02-28T21:03:27.530280
svc_002,Auth Service,API Gateway,Auth Service,358.49,8655,67.22,2019.0,0.0397,critical,production,2026-02-28T21:13:27.530280
svc_003,User Service,Auth Service,User Service,359.27,3113,57.83,1152.0,0.042,high,production,2026-02-28T21:22:27.530280
svc_003,User Service,API Gateway,User Service,324.45,1083,11.41,584.0,0.0201,high,production,2026-02-28T21:23:27.530280
svc_006,Notification Service,Payment Service,Notification Service,455.01,9856,75.03,308.0,0.0467,medium,production,2026-02-28T21:33:27.530280
svc_010,Analytics Service,User Service,Analytics Service,302.4,6962,38.56,391.0,0.0174,low,production,2026-02-28T21:43:27.530280
svc_003,User Service,Auth Service,User Service,132.58,1545,78.75,1916.0,0.0139,high,production,2026-02-28T21:50:27.530280
svc_015,Report Service,Billing Service,Report Service,137.11,6923,24.98,349.0,0.0194,low,production,2026-02-28T21:53:27.530280
svc_009,Search Service,API Gateway,Search Service,198.37,2870,70.98,605.0,0.0324,medium,production,2026-02-28T22:05:27.530280
svc_015,Report Service,Analytics Service,Report Service,526.39,1493,26.61,1939.0,0.0124,low,production,2026-02-28T22:46:27.530280
svc_006,Notification Service,Order Service,Notification Service,481.46,1392,60.63,1951.0,0.0378,medium,production,2026-02-28T23:00:27.530280
svc_012,Config Service,User Service,Config Service,128.72,8165,64.17,2021.0,0.05,high,production,2026-02-28T23:02:27.530280
svc_011,Logging Service,API Gateway,Logging Service,396.35,6495,21.16,1748.0,0.0375,medium,production,2026-02-28T23:21:27.530280
svc_013,Cache Service,Catalog Service,Cache Service,337.32,4494,43.61,274.0,0.0117,high,production,2026-02-28T23:25:27.530280
svc_017,Recommendation Service,Search Service,Recommendation Service,312.5,4849,8.81,349.0,0.0488,medium,production,2026-02-28T23:40:27.530280
svc_010,Analytics Service,User Service,Analytics Service,198.97,70,42.06,1768.0,0.0386,low,production,2026-02-28T23:52:27.530280
svc_013,Cache Service,Catalog Service,Cache Service,349.91,3782,16.45,1708.0,0.0037,high,production,2026-02-28T23:54:27.530280
svc_006,Notification Service,Payment Service,Notification Service,147.81,5965,32.23,253.0,0.0365,medium,production,2026-02-28T23:59:27.530280
svc_006,Notification Service,Payment Service,Notification Service,132.88,9598,61.48,1540.0,0.0022,medium,production,2026-03-01T00:09:27.530280
svc_013,Cache Service,Search Service,Cache Service,396.01,4047,24.99,927.0,0.0209,high,production,2026-03-01T00:30:27.530280
svc_009,Search Service,Catalog Service,Search Service,212.06,8695,37.89,2021.0,0.0184,medium,production,2026-03-01T00:38:27.530280
svc_013,Cache Service,Catalog Service,Cache Service,340.16,4824,22.95,928.0,0.0411,high,production,2026-03-01T00:52:27.530280
svc_018,Session Service,Auth Service,Session Service,195.85,5314,32.7,1533.0,0.0495,high,production,2026-03-01T00:53:27.530280
svc_004,Order Service,API Gateway,Order Service,26.94,2817,31.0,602.0,0.013,critical,production,2026-03-01T00:53:27.530280
svc_012,Config Service,Order Service,Config Service,262.85,680,12.95,1709.0,0.014,high,production,2026-03-01T01:21:27.530280
svc_009,Search Service,API Gateway,Search Service,304.65,6837,33.72,314.0,0.0273,medium,production,2026-03-01T01:26:27.530280
svc_011,Logging Service,API Gateway,Logging Service,41.45,7987,19.74,198.0,0.0233,medium,production,2026-03-01T02:10:27.530280
svc_012,Config Service,User Service,Config Service,197.88,6619,49.28,1010.0,0.0316,high,production,2026-03-01T02:20:27.530280
svc_010,Analytics Service,User Service,Analytics Service,452.98,4161,33.7,321.0,0.0417,low,production,2026-03-01T02:44:27.530280
svc_007,Inventory Service,Order Service,Inventory Service,377.8,1477,40.22,1248.0,0.0329,high,production,2026-03-01T02:44:27.530280
svc_012,Config Service,User Service,Config Service,482.53,6166,25.35,1649.0,0.0408,high,production,2026-03-01T02:44:27.530280
svc_007,Inventory Service,Order Service,Inventory Service,261.36,298,27.17,1742.0,0.0022,high,production,2026-03-01T02:58:27.530280
svc_013,Cache Service,Search Service,Cache Service,525.71,1944,28.72,835.0,0.0153,high,production,2026-03-01T03:05:27.530280
svc_013,Cache Service,Search Service,Cache Service,430.08,1109,48.74,499.0,0.0123,high,production,2026-03-01T03:12:27.530280
svc_009,Search Service,API Gateway,Search Service,227.93,7257,40.89,1687.0,0.0048,medium,production,2026-03-01T03:13:27.530280
svc_013,Cache Service,Catalog Service,Cache Service,340.02,6527,58.76,777.0,0.0205,high,production,2026-03-01T03:13:27.530280
svc_014,Email Service,Notification Service,Email Service,118.29,4976,20.23,638.0,0.0206,medium,production,2026-03-01T03:33:27.530280
svc_003,User Service,API Gateway,User Service,252.5,5956,21.47,1736.0,0.0376,high,production,2026-03-01T03:49:27.530280
svc_012,Config Service,User Service,Config Service,113.91,5572,42.15,786.0,0.0356,high,production,2026-03-01T03:55:27.530280
svc_016,Billing Service,Payment Service,Billing Service,137.45,6981,83.58,329.0,0.0102,high,production,2026-03-01T03:59:27.530280
svc_005,Payment Service,Order Service,Payment Service,289.92,9308,49.32,1184.0,0.0308,critical,production,2026-03-01T04:06:27.530280
svc_009,Search Service,Catalog Service,Search Service,203.8,2224,13.78,1832.0,0.0463,medium,production,2026-03-01T04:14:27.530280
svc_018,Session Service,Auth Service,Session Service,83.01,6625,25.04,940.0,0.0097,high,production,2026-03-01T04:14:27.530280
svc_006,Notification Service,Payment Service,Notification Service,343.33,1699,76.42,816.0,0.0474,medium,production,2026-03-01T04:23:27.530280
svc_013,Cache Service,Catalog Service,Cache Service,444.43,5597,25.32,836.0,0.0309,high,production,2026-03-01T04:48:27.530280
svc_004,Order Service,API Gateway,Order Service,84.6,7183,73.39,554.0,0.0106,critical,production,2026-03-01T04:53:27.530280
svc_018,Session Service,Auth Service,Session Service,155.13,6585,22.92,1516.0,0.0383,high,production,2026-03-01T05:05:27.530280
svc_012,Config Service,User Service,Config Service,489.77,7724,27.03,1088.0,0.0427,high,production,2026-03-01T05:08:27.530280
svc_018,Session Service,Auth Service,Session Service,487.8,5895,33.66,1060.0,0.0233,high,production,2026-03-01T05:43:27.530280
svc_015,Report Service,Analytics Service,Report Service,437.43,2707,24.83,1292.0,0.0023,low,production,2026-03-01T05:55:27.530280
svc_008,Catalog Service,Inventory Service,Catalog Service,477.12,6451,20.12,602.0,0.0448,high,production,2026-03-01T06:05:27.530280
svc_005,Payment Service,Order Service,Payment Service,110.11,4604,59.01,200.0,0.0267,critical,production,2026-03-01T06:06:27.530280
svc_005,Payment Service,Order Service,Payment Service,205.1,3163,45.88,265.0,0.0132,critical,production,2026-03-01T06:08:27.530280
svc_002,Auth Service,API Gateway,Auth Service,49.91,4921,60.38,1852.0,0.0351,critical,production,2026-03-01T07:05:27.530280
svc_014,Email Service,Notification Service,Email Service,50.31,2896,39.7,1729.0,0.0319,medium,production,2026-03-01T07:12:27.530280
svc_016,Billing Service,Payment Service,Billing Service,76.93,2390,76.39,506.0,0.0489,high,production,2026-03-01T07:57:27.530280
svc_018,Session Service,Auth Service,Session Service,72.7,6179,40.98,895.0,0.0486,high,production,2026-03-01T08:11:27.530280
svc_003,User Service,API Gateway,User Service,328.59,9403,67.47,179.0,0.0322,high,production,2026-03-01T08:16:27.530280
svc_014,Email Service,Notification Service,Email Service,42.17,5478,40.35,722.0,0.0158,medium,production,2026-03-01T08:25:27.530280
svc_012,Config Service,Auth Service,Config Service,282.74,7744,43.14,564.0,0.012,high,production,2026-03-01T08:46:27.530280
svc_004,Order Service,API Gateway,Order Service,163.62,3226,18.45,856.0,0.0416,critical,production,2026-03-01T08:49:27.530280
svc_004,Order Service,API Gateway,Order Service,363.75,6074,66.02,833.0,0.0166,critical,production,2026-03-01T08:50:27.530280
svc_008,Catalog Service,Inventory Service,Catalog Service,96.67,417,22.08,1342.0,0.0485,high,production,2026-03-01T08:52:27.530280
svc_003,User Service,API Gateway,User Service,54.83,4900,56.53,1732.0,0.0289,high,production,2026-03-01T08:52:27.530280
svc_009,Search Service,Catalog Service,Search Service,135.1,4870,55.01,2034.0,0.0045,medium,production,2026-03-01T09:25:27.530280
svc_011,Logging Service,API Gateway,Logging Service,299.06,4134,74.69,1766.0,0.0444,medium,production,2026-03-01T09:38:27.530280
svc_010,Analytics Service,User Service,Analytics Service,142.75,755,51.27,589.0,0.0209,low,production,2026-03-01T09:51:27.530280
svc_017,Recommendation Service,Search Service,Recommendation Service,203.51,5177,37.97,904.0,0.0491,medium,production,2026-03-01T09:52:27.530280
svc_015,Report Service,Analytics Service,Report Service,280.43,99,31.1,1835.0,0.0455,low,production,2026-03-01T09:56:27.530280
svc_016,Billing Service,Payment Service,Billing Service,34.35,3160,56.92,686.0,0.0156,high,production,2026-03-01T10:05:27.530280
svc_012,Config Service,Auth Service,Config Service,319.49,3826,56.42,141.0,0.0084,high,production,2026-03-01T10:06:27.530280
svc_011,Logging Service,API Gateway,Logging Service,298.62,10,40.82,765.0,0.0315,medium,production,2026-03-01T10:17:27.530280
svc_009,Search Service,Catalog Service,Search Service,511.71,7874,20.05,1336.0,0.0027,medium,production,2026-03-01T10:21:27.530280
svc_015,Report Service,Analytics Service,Report Service,215.78,1256,23.76,937.0,0.0135,low,production,2026-03-01T10:21:27.530280
svc_016,Billing Service,Payment Service,Billing Service,223.55,681,34.91,1397.0,0.0064,high,production,2026-03-01T10:23:27.530280
svc_013,Cache Service,Search Service,Cache Service,21.94,5243,34.04,1898.0,0.0325,high,production,2026-03-01T10:27:27.530280
svc_013,Cache Service,Search Service,Cache Service,125.63,3211,36.11,138.0,0.0245,high,production,2026-03-01T10:27:27.530280
